cell_id,LST_Celsius,NDVI,NDBI,Elevation,lon,lat,road_length_m,distance_to_coast_m
27,38.70722002870016,0.1520916451538451,0.0380661971653638,0.2881705639614856,66.90045607560039,24.86963557670681,0.0,32.95301002913538
28,41.31169855627786,0.1216681668573949,0.0589542103156241,5.0954932673811495,66.90037980412183,24.874148155114657,730.5424562176979,420.59830458509856
29,41.660738028750536,0.1248596683778477,0.096948813277056,7.44701030927835,66.90030351414505,24.87866073057624,322.6857858733385,919.9844016432157
30,38.74459518451135,0.1291049032201394,0.1078604513741308,9.102268041237114,66.90022720566712,24.883173303091137,585.9002979944455,1419.8026850200713
31,34.34016421469985,0.134422781598697,0.0521714713861197,9.86646517378761,66.90015087868515,24.887685872658924,7995.232303632633,1919.715611541001
32,34.96914352180659,0.149564633383269,0.0405855749981539,10.936529743096582,66.90007453319609,24.89219843927918,7077.915175962953,2419.664520893768
33,39.4140029484216,0.1317511266851237,0.0956647935990741,13.09212154544205,66.89999816919709,24.896711002951488,424.86691463638334,2919.630928359358
34,40.44517059680333,0.155069651311786,0.0951168251523765,17.46409903713893,66.89992178668513,24.90122356367541,0.0,3419.6071589661256
35,44.78137455177233,0.1887912815811717,0.103398145296267,20.767771208579685,66.8998453856573,24.905736121450552,0.0,3919.589453651784
36,43.62248051428514,0.1671054042514958,0.1053532064823328,22.449546329392348,66.89976896611064,24.910248676276467,0.0,4419.575754341715
37,40.42757771396344,0.1621167939731942,0.1077829304060507,25.60613142700027,66.89969252804217,24.91476122815273,0.0,4919.5648396189345
38,40.99286866652372,0.1737564945124434,0.1044221211756105,28.649759450171818,66.89961607144896,24.91927377707896,0.0,5419.55593880017
39,41.620526139299,0.1827841434891239,0.1052286637283668,32.10611683848798,66.89953959632808,24.92378632305468,0.0,5919.548541569017
40,42.57745717774971,0.1587047817733527,0.1335484586741057,35.63374089847507,66.89946310267655,24.9282988660795,0.0,6419.542296604367
41,42.84482289087914,0.174446098023789,0.1348732966580774,38.20728021978023,66.89938659049139,24.932811406153,0.0,6919.5369541227765
42,42.40090369584973,0.1744343692835802,0.139281609276074,42.66520126390988,66.89931005976968,24.937323943274745,0.0,7419.532331671576
43,39.88743296653986,0.1594280059294074,0.1335768756427941,49.59134615384615,66.89923351050845,24.941836477444312,0.0,7919.528292874429
44,37.85670277305635,0.1501089396116138,0.1426677524449374,61.84340659340661,66.89915694270474,24.946349008661304,0.0,8419.524733752625
45,37.14548731227408,0.1474738382287066,0.1210633942129456,72.15531710001378,66.89908035635558,24.950861536925267,0.0,8919.5215736348
46,38.07795105224517,0.1662585872564278,0.1359768687423661,90.21309671206492,66.89900375145803,24.9553740622358,0.0,9419.518748986657
47,39.54022464856122,0.1440723260531848,0.1448117306433661,98.81966987620358,66.8989271280091,24.959886584592475,0.0,9919.516209076763
48,39.9017756045031,0.1279135362919184,0.13813644606704,99.19532646048108,66.89885048600587,24.964399103994875,0.0,10419.513912916816
49,40.4832974042663,0.1280844611783891,0.1257845982164429,75.02404506732618,66.89877382544533,24.968911620442565,0.0,10919.51182702027
50,41.04626028853414,0.1337277008074452,0.1091338328938245,56.967303200989136,66.89869714632455,24.97342413393514,0.0,11419.509923771288
51,41.97289913510991,0.1275651120780795,0.1371309187931667,56.11332417582418,66.89862044864053,24.977936644472177,0.0,11919.508180183146
52,41.53325474500414,0.1315039883993771,0.129342329002569,36.89758374519495,66.89854373239034,24.982449152053253,0.0,12419.506576973776
53,41.4388066029819,0.129900551875675,0.1061918695913804,30.008374519494783,66.89846699757099,24.98696165667793,790.7874593154684,12919.505097842079
54,40.19825804113722,0.1528589101915461,0.050662318893221,26.279357231149568,66.89839024417954,24.991474158345817,1608.8362009461048,13419.503728922507
55,40.87330166963757,0.155095610417344,0.0651638520389418,24.978995057660622,66.89831347221295,24.99598665705647,164.47572040757183,13919.502458335759
